,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
MYC|4609,ENSG00000136997,MYC,4609,8,0.59,0.0025,0.024
DIP2C|22982,ENSG00000151240,DIP2C,22982,10,-0.5,0.0025,0.024
EIF2B5|8893,ENSG00000145191,EIF2B5,8893,3,0.14,0.0025,0.025
APH1B|83464,ENSG00000138613,APH1B,83464,15,-0.34,0.0025,0.025
GSK3A|2931,ENSG00000105723,GSK3A,2931,19,-0.16,0.0026,0.025
SLC35C1|55343,ENSG00000181830,SLC35C1,55343,11,0.43,0.0026,0.025
ZNF573|126231,ENSG00000189144,ZNF573,126231,19,-0.33,0.0026,0.025
C8orf47|203111,ENSG00000177459,ERICH5,203111,8,-1.1,0.0026,0.025
CFHR5|81494,ENSG00000134389,CFHR5,81494,1,1.2,0.0026,0.025
ZIC5|85416,ENSG00000139800,ZIC5,85416,13,-1.1,0.0026,0.025
BPTF|2186,ENSG00000171634,BPTF,2186,17,-0.25,0.0026,0.025
CYP4F11|57834,ENSG00000171903,CYP4F11,57834,19,0.71,0.0026,0.025
BBS10|79738,ENSG00000179941,BBS10,79738,12,-0.28,0.0026,0.025
CHST6|4166,ENSG00000183196,CHST6,4166,16,-0.62,0.0026,0.025
PVRL1|5818,ENSG00000110400,PVRL1,5818,11,-0.39,0.0026,0.025
MYOM3|127294,ENSG00000142661,MYOM3,127294,1,-0.61,0.0026,0.025
POLR3E|55718,ENSG00000058600,POLR3E,55718,16,0.19,0.0026,0.025
ARHGEF17|9828,ENSG00000110237,ARHGEF17,9828,11,-0.45,0.0026,0.025
DAPK1|1612,ENSG00000196730,DAPK1,1612,9,-0.34,0.0026,0.025
UNC5CL|222643,ENSG00000124602,UNC5CL,222643,6,-0.54,0.0027,0.025
RNF169|254225,ENSG00000166439,RNF169,254225,11,-0.37,0.0027,0.025
CYP2J2|1573,ENSG00000134716,CYP2J2,1573,1,0.59,0.0027,0.025
UST|10090,ENSG00000111962,UST,10090,6,0.73,0.0027,0.025
SERTAD2|9792,ENSG00000179833,SERTAD2,9792,2,-0.22,0.0027,0.025
MAEA|10296,ENSG00000090316,MAEA,10296,4,-0.18,0.0027,0.025
ESR1|2099,ENSG00000091831,ESR1,2099,6,0.87,0.0027,0.025
ZMAT2|153527,ENSG00000146007,ZMAT2,153527,5,0.2,0.0027,0.025
C14orf135|64430,ENSG00000126773,PCNXL4,64430,14,-0.33,0.0027,0.025
RARA|5914,ENSG00000131759,RARA,5914,17,-0.23,0.0027,0.025
C8orf30A|51236,ENSG00000235173,HGH1,51236,8,0.32,0.0027,0.025
EMD|2010,ENSG00000102119,EMD,2010,X,0.22,0.0027,0.026
MGC72080|389538,NA,NA,NA,NA,0.35,0.0027,0.026
SLC6A19|340024,ENSG00000174358,SLC6A19,340024,5,-1.2,0.0027,0.026
OTX1|5013,ENSG00000115507,OTX1,5013,2,-0.78,0.0027,0.026
WHSC1|7468,ENSG00000109685,WHSC1,7468,4,-0.3,0.0027,0.026
GBAS|2631,ENSG00000146729,GBAS,2631,7,-0.28,0.0027,0.026
CLGN|1047,ENSG00000153132,CLGN,1047,4,-1,0.0027,0.026
FRYL|285527,ENSG00000075539,FRYL,285527,4,-0.23,0.0027,0.026
ZNF502|91392,ENSG00000196653,ZNF502,91392,3,-0.61,0.0027,0.026
APOL1|8542,ENSG00000100342,APOL1,8542,22,0.39,0.0027,0.026
DUOX1|53905,ENSG00000137857,DUOX1,53905,15,-0.65,0.0028,0.026
MAMLD1|10046,ENSG00000013619,MAMLD1,10046,X,-0.59,0.0028,0.026
SH3PXD2A|9644,ENSG00000107957,SH3PXD2A,9644,10,-0.3,0.0028,0.026
UGT2B4|7363,ENSG00000156096,UGT2B4,7363,4,0.77,0.0028,0.026
PSTK|118672,ENSG00000179988,PSTK,118672,10,0.26,0.0028,0.026
C19orf21|126353,ENSG00000099812,MISP,126353,19,-1.4,0.0028,0.026
TCEAL6|158931,ENSG00000204071,TCEAL6,158931,X,-0.45,0.0028,0.026
KRT85|3891,ENSG00000135443,KRT85,3891,12,-0.88,0.0028,0.026
STX6|10228,ENSG00000135823,STX6,10228,1,-0.21,0.0028,0.026
ATP6V0B|533,ENSG00000117410,ATP6V0B,533,1,0.25,0.0028,0.026
TRMT12|55039,ENSG00000183665,TRMT12,55039,8,0.23,0.0028,0.026
ZC3HAV1L|92092,ENSG00000146858,ZC3HAV1L,92092,7,-0.72,0.0028,0.026
USP21|27005,ENSG00000143258,USP21,27005,1,-0.22,0.0028,0.026
SLC5A11|115584,ENSG00000158865,SLC5A11,115584,16,1,0.0028,0.026
NLN|57486,ENSG00000123213,NLN,57486,5,0.38,0.0028,0.026
RFX7|64864,ENSG00000181827,RFX7,64864,15,-0.24,0.0028,0.026
KIAA0182|23199,ENSG00000131149,GSE1,23199,16,-0.26,0.0028,0.026
ECM2|1842,ENSG00000106823,ECM2,1842,9,0.55,0.0028,0.026
SLC2A13|114134,ENSG00000151229,SLC2A13,114134,12,-0.4,0.0028,0.026
SBK1|388228,ENSG00000188322,SBK1,388228,16,-0.63,0.0028,0.026
KCNJ8|3764,ENSG00000121361,KCNJ8,3764,12,0.57,0.0028,0.026
INF2|64423,ENSG00000203485,INF2,64423,14,-0.28,0.0028,0.026
POLM|27434,ENSG00000122678,POLM,27434,7,-0.18,0.0028,0.026
PRAP1|118471,ENSG00000165828,PRAP1,118471,10,0.86,0.0028,0.026
INO80C|125476,ENSG00000153391,INO80C,125476,18,0.27,0.0028,0.026
GPR160|26996,ENSG00000173890,GPR160,26996,3,-0.54,0.0028,0.026
RBL1|5933,ENSG00000080839,RBL1,5933,20,-0.5,0.0029,0.026
ARHGEF4|50649,ENSG00000136002,ARHGEF4,50649,2,-0.93,0.0029,0.026
HERC5|51191,ENSG00000138646,HERC5,51191,4,0.57,0.0029,0.027
CMTM4|146223,ENSG00000183723,CMTM4,146223,16,-0.39,0.0029,0.027
LOC92973|92973,NA,NA,NA,NA,-0.42,0.0029,0.027
B3GNT2|10678,ENSG00000170340,B3GNT2,10678,2,-0.27,0.0029,0.027
SLC22A4|6583,ENSG00000197208,SLC22A4,6583,5,0.6,0.0029,0.027
ZNF630|57232,ENSG00000221994,ZNF630,57232,X,-0.61,0.0029,0.027
SFRP5|6425,ENSG00000120057,SFRP5,6425,10,-1.4,0.0029,0.027
ADSS|159,ENSG00000035687,ADSS,159,1,-0.22,0.0029,0.027
ISG15|9636,ENSG00000187608,ISG15,9636,1,0.5,0.0029,0.027
ZNF277|11179,ENSG00000198839,ZNF277,11179,7,0.21,0.0029,0.027
SLC41A1|254428,ENSG00000133065,SLC41A1,254428,1,-0.48,0.0029,0.027
KIAA1549|57670,ENSG00000122778,KIAA1549,57670,7,0.78,0.0029,0.027
C12orf41|54934,ENSG00000139620,KANSL2,54934,12,-0.19,0.0029,0.027
CCDC25|55246,ENSG00000147419,CCDC25,55246,8,0.26,0.0029,0.027
RFPL3S|10737,NA,NA,NA,NA,-0.52,0.0029,0.027
HIST1H2BO|8348,ENSG00000274641,HIST1H2BO,8348,6,-0.52,0.0029,0.027
PRPS1|5631,ENSG00000147224,PRPS1,5631,X,0.23,0.0029,0.027
ATF3|467,ENSG00000162772,ATF3,467,1,0.41,0.0029,0.027
COL22A1|169044,ENSG00000169436,COL22A1,169044,8,-1.1,0.003,0.027
MXI1|4601,ENSG00000119950,MXI1,4601,10,0.26,0.003,0.027
CD99L2|83692,ENSG00000102181,CD99L2,83692,X,0.3,0.003,0.027
PPPDE2|27351,ENSG00000100418,DESI1,27351,22,0.25,0.003,0.027
SEPT5|5413,ENSG00000184702,SEPT5,5413,22,-0.57,0.003,0.027
MAP6D1|79929,ENSG00000180834,MAP6D1,79929,3,0.32,0.003,0.027
TCF3|6929,ENSG00000071564,TCF3,6929,19,-0.25,0.003,0.027
ARHGAP42|143872,ENSG00000165895,ARHGAP42,143872,11,0.41,0.003,0.027
TMED3|23423,ENSG00000166557,TMED3,23423,15,-0.73,0.003,0.027
YLPM1|56252,ENSG00000119596,YLPM1,56252,14,-0.21,0.003,0.027
APOC4|346,ENSG00000267467,APOC4,346,19,0.99,0.003,0.027
HINT2|84681,ENSG00000137133,HINT2,84681,9,0.33,0.003,0.027
MGC87042|256227,ENSG00000105889,STEAP1B,256227,7,0.61,0.003,0.027
KIAA0196|9897,ENSG00000164961,KIAA0196,9897,8,0.26,0.003,0.027
GLIS3|169792,ENSG00000107249,GLIS3,169792,9,-0.64,0.003,0.027
ARHGEF18|23370,ENSG00000104880,ARHGEF18,23370,19,-0.22,0.003,0.028
IFT52|51098,ENSG00000101052,IFT52,51098,20,-0.24,0.003,0.028
OXTR|5021,ENSG00000180914,OXTR,5021,3,-0.6,0.003,0.028
TMEM128|85013,ENSG00000132406,TMEM128,85013,4,-0.19,0.003,0.028
CYB5R4|51167,ENSG00000065615,CYB5R4,51167,6,0.26,0.0031,0.028
LRRC34|151827,ENSG00000171757,LRRC34,151827,3,-0.29,0.0031,0.028
GFOD2|81577,ENSG00000141098,GFOD2,81577,16,0.25,0.0031,0.028
MEP1A|4224,ENSG00000112818,MEP1A,4224,6,-1.3,0.0031,0.028
LOC115110|115110,NA,NA,NA,NA,-0.47,0.0031,0.028
PL-5283|647087,ENSG00000243317,C7orf73,647087,7,0.17,0.0031,0.028
VAV2|7410,ENSG00000160293,VAV2,7410,9,-0.22,0.0031,0.028
ISYNA1|51477,ENSG00000105655,ISYNA1,51477,19,-0.58,0.0031,0.028
FAH|2184,ENSG00000103876,FAH,2184,15,0.36,0.0031,0.028
ELAVL1|1994,ENSG00000066044,ELAVL1,1994,19,-0.14,0.0031,0.028
MITD1|129531,ENSG00000158411,MITD1,129531,2,-0.18,0.0031,0.028
ZNF182|7569,ENSG00000147118,ZNF182,7569,X,-0.2,0.0031,0.028
DMGDH|29958,ENSG00000132837,DMGDH,29958,5,0.68,0.0031,0.028
HEMK1|51409,ENSG00000114735,HEMK1,51409,3,0.19,0.0031,0.028
DNAJC9|23234,ENSG00000213551,DNAJC9,23234,10,-0.26,0.0031,0.028
VPS28|51160,ENSG00000160948,VPS28,51160,8,0.31,0.0031,0.028
LRRC37B|114659,ENSG00000185158,LRRC37B,114659,17,-0.31,0.0031,0.028
EML5|161436,ENSG00000165521,EML5,161436,14,-0.27,0.0031,0.028
CCDC149|91050,ENSG00000181982,CCDC149,91050,4,-0.45,0.0031,0.028
OTOA|146183,ENSG00000155719,OTOA,146183,16,0.4,0.0031,0.028
MEAF6|64769,ENSG00000163875,MEAF6,64769,1,0.22,0.0031,0.028
FAM131C|348487,ENSG00000185519,FAM131C,348487,1,-0.82,0.0032,0.028
LONRF3|79836,ENSG00000175556,LONRF3,79836,X,0.4,0.0032,0.028
GIT2|9815,ENSG00000139436,GIT2,9815,12,-0.17,0.0032,0.028
ACVR1|90,ENSG00000115170,ACVR1,90,2,-0.26,0.0032,0.028
AGPAT6|137964,ENSG00000158669,GPAT4,137964,8,0.26,0.0032,0.028
GFOD1|54438,ENSG00000145990,GFOD1,54438,6,0.37,0.0032,0.028
CCDC154|645811,ENSG00000197599,CCDC154,645811,16,-0.54,0.0032,0.029
MAVS|57506,ENSG00000088888,MAVS,57506,20,-0.21,0.0032,0.029
MMP11|4320,ENSG00000099953,MMP11,4320,22,-0.7,0.0032,0.029
LYPD1|116372,ENSG00000150551,LYPD1,116372,2,-0.89,0.0032,0.029
ABCC6P2|730013,ENSG00000255277,ABCC6P2,730013,16,-0.38,0.0032,0.029
SLC12A1|6557,ENSG00000074803,SLC12A1,6557,15,1.2,0.0032,0.029
NAPRT1|93100,ENSG00000278488,NAPRT,93100,CHR_HSCHR8_3_CTG7,0.37,0.0032,0.029
NSF|4905,ENSG00000278174,NSF,4905,CHR_HSCHR17_1_CTG5,0.17,0.0032,0.029
PCDHGA5|56110,ENSG00000253485,PCDHGA5,56110,5,-0.63,0.0032,0.029
ABHD3|171586,ENSG00000158201,ABHD3,171586,18,-0.31,0.0032,0.029
DCP1B|196513,ENSG00000151065,DCP1B,196513,12,-0.2,0.0032,0.029
ACTR3C|653857,ENSG00000106526,ACTR3C,653857,7,0.39,0.0032,0.029
ELOVL6|79071,ENSG00000170522,ELOVL6,79071,4,0.5,0.0032,0.029
CTH|1491,ENSG00000116761,CTH,1491,1,0.76,0.0033,0.029
C6orf114|85411,NA,NA,NA,NA,0.42,0.0033,0.029
ENTPD2|954,ENSG00000054179,ENTPD2,954,9,-0.66,0.0033,0.029
GPAA1|8733,ENSG00000197858,GPAA1,8733,8,0.3,0.0033,0.029
FLJ90757|440465,ENSG00000226137,BAIAP2-AS1,440465,17,-0.31,0.0033,0.029
RBBP6|5930,ENSG00000122257,RBBP6,5930,16,-0.17,0.0033,0.029
PDE4A|5141,ENSG00000065989,PDE4A,5141,19,-0.52,0.0033,0.029
NSDHL|50814,ENSG00000147383,NSDHL,50814,X,0.28,0.0033,0.029
ZNF397OS|100101467,ENSG00000186814,ZSCAN30,100101467,18,-0.25,0.0033,0.029
AGPHD1|123688,ENSG00000188266,HYKK,123688,15,0.28,0.0033,0.029
FAM174A|345757,ENSG00000174132,FAM174A,345757,5,0.19,0.0033,0.029
HPR|3250,ENSG00000261701,HPR,3250,16,0.93,0.0033,0.029
IL22RA1|58985,ENSG00000142677,IL22RA1,58985,1,-0.68,0.0033,0.029
NDUFA5|4698,ENSG00000128609,NDUFA5,4698,7,0.23,0.0033,0.029
HSD17B10|3028,ENSG00000072506,HSD17B10,3028,X,0.28,0.0033,0.029
FAM189A2|9413,ENSG00000135063,FAM189A2,9413,9,-0.48,0.0033,0.029
PHB|5245,ENSG00000167085,PHB,5245,17,0.2,0.0034,0.029
SLC27A4|10999,ENSG00000167114,SLC27A4,10999,9,0.25,0.0034,0.029
UQCRQ|27089,ENSG00000164405,UQCRQ,27089,5,0.35,0.0034,0.029
ODAM|54959,ENSG00000109205,ODAM,54959,4,1.4,0.0034,0.029
IFI44|10561,ENSG00000137965,IFI44,10561,1,0.52,0.0034,0.03
LEMD3|23592,ENSG00000174106,LEMD3,23592,12,-0.2,0.0034,0.03
LOC150776|150776,ENSG00000152117,,150776,2,-0.26,0.0034,0.03
SKIL|6498,ENSG00000136603,SKIL,6498,3,-0.41,0.0034,0.03
TOP3B|8940,ENSG00000100038,TOP3B,8940,22,-0.19,0.0034,0.03
PPP4R4|57718,ENSG00000119698,PPP4R4,57718,14,0.49,0.0034,0.03
ZNF664|144348,ENSG00000179195,ZNF664,144348,12,-0.22,0.0034,0.03
SSBP1|6742,ENSG00000106028,SSBP1,6742,7,0.19,0.0034,0.03
TMUB1|83590,ENSG00000164897,TMUB1,83590,7,0.23,0.0034,0.03
CXCL11|6373,ENSG00000169248,CXCL11,6373,4,0.72,0.0034,0.03
MYO1B|4430,ENSG00000128641,MYO1B,4430,2,0.33,0.0034,0.03
WSB1|26118,ENSG00000109046,WSB1,26118,17,-0.3,0.0034,0.03
RNF217|154214,ENSG00000146373,RNF217,154214,6,0.52,0.0034,0.03
ATP11A|23250,ENSG00000068650,ATP11A,23250,13,-0.34,0.0034,0.03
TBC1D22B|55633,ENSG00000065491,TBC1D22B,55633,6,-0.22,0.0034,0.03
C2CD4C|126567,ENSG00000183186,C2CD4C,126567,19,-0.58,0.0034,0.03
MLL2|8085,ENSG00000167548,KMT2D,8085,12,-0.26,0.0034,0.03
ELF2|1998,ENSG00000109381,ELF2,1998,4,-0.2,0.0034,0.03
GLA|2717,ENSG00000102393,GLA,2717,X,0.29,0.0034,0.03
ZNF709|163051,ENSG00000242852,ZNF709,163051,19,-0.28,0.0034,0.03
CHRAC1|54108,ENSG00000104472,CHRAC1,54108,8,0.22,0.0034,0.03
LOC256880|256880,ENSG00000245322,,256880,4,-0.41,0.0034,0.03
ZBTB1|22890,ENSG00000126804,ZBTB1,22890,14,-0.24,0.0035,0.03
NR4A1|3164,ENSG00000123358,NR4A1,3164,12,0.52,0.0035,0.03
BRE|9577,ENSG00000158019,BRE,9577,2,0.2,0.0035,0.03
IER3IP1|51124,ENSG00000134049,IER3IP1,51124,18,0.17,0.0035,0.03
ZNF614|80110,ENSG00000142556,ZNF614,80110,19,-0.44,0.0035,0.03
ZNF878|729747,ENSG00000257446,ZNF878,729747,19,-0.52,0.0035,0.03
CNOT2|4848,ENSG00000111596,CNOT2,4848,12,-0.14,0.0035,0.03
TSPAN6|7105,ENSG00000000003,TSPAN6,7105,X,0.29,0.0035,0.03
ZDHHC7|55625,ENSG00000153786,ZDHHC7,55625,16,-0.24,0.0035,0.03
TMEM194A|23306,ENSG00000166881,NEMP1,23306,12,-0.31,0.0035,0.03
SND1|27044,ENSG00000197157,SND1,27044,7,0.16,0.0035,0.03
SLC25A14|9016,ENSG00000102078,SLC25A14,9016,X,0.24,0.0035,0.03
AIM1|202,ENSG00000112297,AIM1,202,6,0.5,0.0035,0.03
ERCC6|2074,ENSG00000225830,ERCC6,2074,10,-0.23,0.0035,0.03
CHD2|1106,ENSG00000173575,CHD2,1106,15,-0.2,0.0036,0.031
PPFIBP1|8496,ENSG00000110841,PPFIBP1,8496,12,-0.29,0.0036,0.031
TJP2|9414,ENSG00000119139,TJP2,9414,9,-0.27,0.0036,0.031
COMMD5|28991,ENSG00000170619,COMMD5,28991,8,0.25,0.0036,0.031
MAGEE1|57692,ENSG00000198934,MAGEE1,57692,X,-0.53,0.0036,0.031
ACSM3|6296,ENSG00000005187,ACSM3,6296,16,0.66,0.0036,0.031
CDH1|999,ENSG00000039068,CDH1,999,16,-0.55,0.0036,0.031
CXorf40B|541578,ENSG00000197021,CXorf40B,541578,X,0.18,0.0036,0.031
LRRC37A4|55073,NA,NA,NA,NA,-0.41,0.0036,0.031
C6orf124|653483,ENSG00000198221,MLLT4-AS1,653483,6,-0.4,0.0036,0.031
APOC1P1|342,ENSG00000214855,APOC1P1,342,19,0.94,0.0036,0.031
CD99|4267,ENSG00000002586,CD99,4267,X,0.27,0.0036,0.031
ZNF738|148203,NA,NA,NA,NA,-0.35,0.0036,0.031
ERBB3|2065,ENSG00000065361,ERBB3,2065,12,-0.36,0.0036,0.031
CCL4|6351,ENSG00000277943,CCL4,6351,CHR_HSCHR17_10_CTG4,0.53,0.0036,0.031
HSD11B1|3290,ENSG00000117594,HSD11B1,3290,1,1.2,0.0036,0.031
CD24|100133941,ENSG00000272398,CD24,100133941,6,-1,0.0036,0.031
PRDX4|10549,ENSG00000123131,PRDX4,10549,X,0.27,0.0036,0.031
ANGPTL6|83854,ENSG00000130812,ANGPTL6,83854,19,0.62,0.0036,0.031
ERP27|121506,ENSG00000139055,ERP27,121506,12,-0.73,0.0036,0.031
C20orf117|140710,ENSG00000149639,SOGA1,140710,20,-0.38,0.0036,0.031
PHLDA3|23612,ENSG00000174307,PHLDA3,23612,1,-0.7,0.0036,0.031
FAM172A|83989,ENSG00000113391,FAM172A,83989,5,-0.2,0.0037,0.031
HSPA1A|3303,ENSG00000204389,HSPA1A,3303,6,0.39,0.0037,0.031
PPARD|5467,ENSG00000112033,PPARD,5467,6,-0.27,0.0037,0.031
C12orf39|80763,ENSG00000134548,SPX,80763,12,0.76,0.0037,0.031
TAS2R20|259295,ENSG00000255837,TAS2R20,259295,12,-0.31,0.0037,0.031
ZNF721|170960,ENSG00000182903,ZNF721,170960,4,-0.21,0.0037,0.031
ITPR3|3710,ENSG00000096433,ITPR3,3710,6,-0.84,0.0037,0.031
SSH3|54961,ENSG00000172830,SSH3,54961,11,-0.26,0.0037,0.031
STAU2|27067,ENSG00000040341,STAU2,27067,8,0.21,0.0037,0.031
ZBTB6|10773,ENSG00000186130,ZBTB6,10773,9,-0.2,0.0037,0.031
PRSS16|10279,ENSG00000112812,PRSS16,10279,6,-1.1,0.0037,0.031
ZNF833|401898,NA,NA,NA,NA,-0.38,0.0037,0.031
PCDHGA1|56114,ENSG00000204956,PCDHGA1,56114,5,-0.66,0.0037,0.031
INHA|3623,ENSG00000123999,INHA,3623,2,-0.94,0.0037,0.031
CNTFR|1271,ENSG00000122756,CNTFR,1271,9,-1.2,0.0037,0.031
SMPDL3A|10924,ENSG00000172594,SMPDL3A,10924,6,0.33,0.0037,0.031
PTK7|5754,ENSG00000112655,PTK7,5754,6,-0.76,0.0037,0.031
CCDC90A|63933,ENSG00000050393,MCUR1,63933,6,0.25,0.0037,0.032
HIBADH|11112,ENSG00000106049,HIBADH,11112,7,0.31,0.0037,0.032
PANX1|24145,ENSG00000110218,PANX1,24145,11,0.29,0.0037,0.032
LHX4|89884,ENSG00000121454,LHX4,89884,1,-0.57,0.0038,0.032
ZNF140|7699,ENSG00000196387,ZNF140,7699,12,-0.22,0.0038,0.032
TMCO7|79613,ENSG00000103047,TANGO6,79613,16,0.27,0.0038,0.032
CTF1|1489,ENSG00000150281,CTF1,1489,16,-0.58,0.0038,0.032
ZNF711|7552,ENSG00000147180,ZNF711,7552,X,-0.78,0.0038,0.032
VSIG10L|147645,ENSG00000186806,VSIG10L,147645,19,0.64,0.0038,0.032
CBX4|8535,ENSG00000141582,CBX4,8535,17,-0.25,0.0038,0.032
BLM|641,ENSG00000197299,BLM,641,15,-0.57,0.0038,0.032
FUT4|2526,ENSG00000196371,FUT4,2526,11,-0.59,0.0038,0.032
TENC1|23371,ENSG00000111077,TNS2,23371,12,-0.3,0.0038,0.032
CALM2|805,ENSG00000198668,CALM1,805,14,-0.16,0.0038,0.032
SLC38A6|145389,ENSG00000139974,SLC38A6,145389,14,0.26,0.0038,0.032
NUDC|10726,ENSG00000090273,NUDC,10726,1,0.24,0.0038,0.032
LYZ|4069,ENSG00000090382,LYZ,4069,12,0.82,0.0038,0.032
C9orf152|401546,ENSG00000188959,C9orf152,401546,9,0.9,0.0038,0.032
SLC47A2|146802,ENSG00000180638,SLC47A2,146802,17,0.5,0.0038,0.032
FST|10468,ENSG00000134363,FST,10468,5,0.72,0.0038,0.032
C7orf58|79974,ENSG00000106034,CPED1,79974,7,0.69,0.0039,0.032
PM20D2|135293,ENSG00000146281,PM20D2,135293,6,-0.39,0.0039,0.032
PRDXDD1P|344405,ENSG00000162997,PRORSD1P,344405,2,-0.28,0.0039,0.032
ECHDC1|55862,ENSG00000093144,ECHDC1,55862,6,0.33,0.0039,0.032
NCRNA00116|205251,NA,NA,NA,NA,0.36,0.0039,0.032
UNC119B|84747,ENSG00000175970,UNC119B,84747,12,-0.32,0.0039,0.032
KIFC3|3801,ENSG00000140859,KIFC3,3801,16,-0.26,0.0039,0.032
SCUBE3|222663,ENSG00000146197,SCUBE3,222663,6,-0.53,0.0039,0.032
ARID3B|10620,ENSG00000179361,ARID3B,10620,15,-0.3,0.0039,0.033
RAI1|10743,ENSG00000108557,RAI1,10743,17,-0.33,0.0039,0.033
TLX1|3195,ENSG00000107807,TLX1,3195,10,0.77,0.0039,0.033
AGXT2|64902,ENSG00000113492,AGXT2,64902,5,0.89,0.0039,0.033
HSPA4|3308,ENSG00000170606,HSPA4,3308,5,0.19,0.0039,0.033
DTX1|1840,ENSG00000135144,DTX1,1840,12,-0.79,0.004,0.033
NSUN7|79730,ENSG00000179299,NSUN7,79730,4,-0.93,0.004,0.033
CDC42EP1|11135,ENSG00000128283,CDC42EP1,11135,22,-0.33,0.004,0.033
C14orf148|122945,ENSG00000165555,NOXRED1,122945,14,-0.4,0.004,0.033
ANGEL1|23357,ENSG00000013523,ANGEL1,23357,14,-0.29,0.004,0.033
PRAME|23532,ENSG00000275013,PRAME,23532,CHR_HSCHR22_1_CTG3,-1.5,0.004,0.033
SCYL3|57147,ENSG00000000457,SCYL3,57147,1,-0.19,0.004,0.033
DISP1|84976,ENSG00000228106,,84976,1,0.36,0.004,0.033
PDPR|55066,ENSG00000090857,PDPR,55066,16,-0.38,0.004,0.033
PLXNA4|91584,ENSG00000221866,PLXNA4,91584,7,-0.88,0.004,0.033
TFG|10342,ENSG00000114354,TFG,10342,3,0.13,0.004,0.033
ST3GAL6|10402,ENSG00000064225,ST3GAL6,10402,3,0.49,0.004,0.033
FDFT1|2222,ENSG00000079459,FDFT1,2222,8,0.29,0.004,0.033
PPM1J|333926,ENSG00000155367,PPM1J,333926,1,0.51,0.004,0.033
CRLS1|54675,ENSG00000088766,CRLS1,54675,20,0.28,0.004,0.033
ATP5SL|55101,ENSG00000105341,ATP5SL,55101,19,-0.16,0.004,0.033
HAO1|54363,ENSG00000101323,HAO1,54363,20,0.77,0.0041,0.033
RAB14|51552,ENSG00000119396,RAB14,51552,9,-0.16,0.0041,0.033
ATRN|8455,ENSG00000088812,ATRN,8455,20,-0.29,0.0041,0.033
CYB561D2|11068,ENSG00000271858,,11068,3,0.21,0.0041,0.033
NSFL1C|55968,ENSG00000088833,NSFL1C,55968,20,0.17,0.0041,0.033
GLDC|2731,ENSG00000178445,GLDC,2731,9,-0.65,0.0041,0.033
ZNF491|126069,ENSG00000177599,ZNF491,126069,19,-0.34,0.0041,0.034
ADO|84890,ENSG00000181915,ADO,84890,10,-0.17,0.0041,0.034
NNAT|4826,ENSG00000053438,NNAT,4826,20,-0.52,0.0041,0.034
FAS|355,ENSG00000026103,FAS,355,10,0.45,0.0041,0.034
RABGAP1|23637,ENSG00000011454,RABGAP1,23637,9,-0.19,0.0041,0.034
BMP8A|353500,ENSG00000183682,BMP8A,353500,1,-0.52,0.0041,0.034
GYG2|8908,ENSG00000056998,GYG2,8908,X,-0.59,0.0042,0.034
ZNHIT1|10467,ENSG00000106400,ZNHIT1,10467,7,0.29,0.0042,0.034
STUB1|10273,ENSG00000103266,STUB1,10273,16,0.21,0.0042,0.034
SEPN1|57190,ENSG00000162430,SEPN1,57190,1,-0.23,0.0042,0.034
SYT2|127833,ENSG00000143858,SYT2,127833,1,-0.64,0.0042,0.034
DPP9|91039,ENSG00000142002,DPP9,91039,19,-0.18,0.0042,0.034
PPAP2C|8612,ENSG00000141934,PLPP2,8612,19,-1.2,0.0042,0.034
C9orf167|54863,ENSG00000198113,TOR4A,54863,9,-0.46,0.0042,0.034
DOCK6|57572,ENSG00000130158,DOCK6,57572,19,-0.22,0.0042,0.034
BCMO1|53630,ENSG00000135697,BCO1,53630,16,0.84,0.0042,0.034
CCDC78|124093,ENSG00000162004,CCDC78,124093,16,-0.58,0.0042,0.034
EPS8L1|54869,ENSG00000131037,EPS8L1,54869,19,-0.83,0.0042,0.034
CCS|9973,ENSG00000173992,CCS,9973,11,0.27,0.0042,0.034
PGM5|5239,ENSG00000154330,PGM5,5239,9,0.73,0.0042,0.034
LINS1|55180,ENSG00000140471,LINS1,55180,15,-0.18,0.0042,0.034
GABPA|2551,ENSG00000154727,GABPA,2551,21,-0.2,0.0042,0.034
CDRT15P|94158,NA,NA,NA,NA,-0.45,0.0042,0.034
C20orf11|54994,ENSG00000101193,GID8,54994,20,-0.16,0.0042,0.034
MIB1|57534,ENSG00000101752,MIB1,57534,18,-0.28,0.0043,0.034
SERINC4|619189,ENSG00000184716,SERINC4,619189,15,-0.46,0.0043,0.034
PDAP1|11333,ENSG00000106244,PDAP1,11333,7,0.15,0.0043,0.035
TATDN2|9797,ENSG00000157014,TATDN2,9797,3,0.16,0.0043,0.035
COQ3|51805,ENSG00000132423,COQ3,51805,6,0.24,0.0043,0.035
PACSIN1|29993,ENSG00000124507,PACSIN1,29993,6,-0.81,0.0043,0.035
RAET1K|646024,ENSG00000218358,RAET1K,646024,6,-0.51,0.0043,0.035
C6orf225|619208,ENSG00000203778,FAM229B,619208,6,0.44,0.0043,0.035
ABCC2|1244,ENSG00000023839,ABCC2,1244,10,0.61,0.0043,0.035
MT1M|4499,ENSG00000205364,MT1M,4499,16,1.1,0.0043,0.035
RBM33|155435,ENSG00000184863,RBM33,155435,7,-0.16,0.0043,0.035
SNRNP48|154007,ENSG00000168566,SNRNP48,154007,6,-0.21,0.0043,0.035
