,ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
ZFY|7544,ENSG00000067646,ZFY,7544,Y,7.8,4.4e-224,7.4e-220
DDX3Y|8653,ENSG00000067048,DDX3Y,8653,Y,9.6,1.4e-220,1.1e-216
KDM5D|8284,ENSG00000012817,KDM5D,8284,Y,9.1,2.9e-218,1.6e-214
TTTY15|64595,ENSG00000233864,TTTY15,64595,Y,7,1.7e-217,6.9e-214
UTY|7404,ENSG00000183878,UTY,7404,Y,8.2,1.5e-214,4.9e-211
CYorf15A|246126,ENSG00000131002,TXLNGY,246126,Y,7.4,4.6e-214,1.3e-210
EIF1AY|9086,ENSG00000198692,EIF1AY,9086,Y,8.3,2.8e-211,6.6e-208
RPS4Y1|6192,ENSG00000129824,RPS4Y1,6192,Y,10,1.7e-198,3.6e-195
USP9Y|8287,ENSG00000114374,USP9Y,8287,Y,8.6,2.9e-197,5.4e-194
NLGN4Y|22829,ENSG00000165246,NLGN4Y,22829,Y,6.8,5.8e-191,9.6e-188
PRKY|5616,ENSG00000099725,PRKY,5616,Y,6.2,4e-171,6.1e-168
CYorf15B|84663,NA,NA,NA,NA,6.9,4.3e-170,5.9e-167
XIST|7503,ENSG00000229807,XIST,7503,X,-10,6.1e-166,7.8e-163
TMSB4Y|9087,ENSG00000154620,TMSB4Y,9087,Y,5.2,2.5e-160,2.9e-157
TSIX|9383,ENSG00000270641,TSIX,9383,X,-5.9,1.1e-105,1.2e-102
NCRNA00185|55410,NA,NA,NA,NA,4.1,8.8e-94,9.1e-91
BCORL2|286554,ENSG00000215580,BCORP1,286554,Y,3,7.6e-82,7.4e-79
DAZ1|1617,ENSG00000205916,DAZ4,1617,Y,4.3,5.9e-58,5.4e-55
KDM5C|8242,ENSG00000126012,KDM5C,8242,X,-0.68,2.2e-44,1.9e-41
NCRNA00183|554203,ENSG00000225470,JPX,554203,X,-0.66,7.2e-43,5.9e-40
HDHD1A|8226,ENSG00000130021,PUDP,8226,X,-0.58,8.2e-37,6.5e-34
HAUS7|55559,ENSG00000213397,HAUS7,55559,X,1.4,1e-36,7.8e-34
DNAJB13|374407,ENSG00000187726,DNAJB13,374407,11,3.2,8.6e-34,6.2e-31
PCDH11X|27328,ENSG00000102290,PCDH11X,27328,X,1.6,2.3e-31,1.6e-28
TREX2|11219,ENSG00000183479,TREX2,11219,X,2,6.4e-31,4.3e-28
KDM6A|7403,ENSG00000147050,KDM6A,7403,X,-0.7,1.8e-29,1.1e-26
RAB42|115273,ENSG00000188060,RAB42,115273,1,2,1.5e-27,9.4e-25
EIF1AX|1964,ENSG00000173674,EIF1AX,1964,X,-0.45,2.5e-24,1.5e-21
DDX3X|1654,ENSG00000215301,DDX3X,1654,X,-0.51,3.4e-24,1.9e-21
ARSD|414,ENSG00000006756,ARSD,414,X,-0.5,3.8e-22,2.1e-19
ZFX|7543,ENSG00000005889,ZFX,7543,X,-0.55,1.3e-20,6.7e-18
PROM1|8842,ENSG00000007062,PROM1,8842,4,3.1,1.5e-20,7.9e-18
SLC22A13|9390,ENSG00000172940,SLC22A13,9390,3,-2.1,3.5e-19,1.8e-16
CCDC146|57639,ENSG00000135205,CCDC146,57639,7,1.8,3.6e-19,1.8e-16
RNASET2|8635,ENSG00000026297,RNASET2,8635,6,1.2,1.2e-18,5.9e-16
C10orf99|387695,ENSG00000188373,C10orf99,387695,10,2.9,1.8e-18,8.2e-16
RERG|85004,ENSG00000134533,RERG,85004,12,0.96,2.6e-18,1.2e-15
SMC1A|8243,ENSG00000072501,SMC1A,8243,X,-0.4,2.8e-17,1.2e-14
PNPLA4|8228,ENSG00000006757,PNPLA4,8228,X,-0.48,1.2e-15,5e-13
UBA1|7317,ENSG00000130985,UBA1,7317,X,-0.31,1.5e-15,6.3e-13
CDHR1|92211,ENSG00000148600,CDHR1,92211,10,2.1,4.5e-15,1.8e-12
SYAP1|94056,ENSG00000169895,SYAP1,94056,X,-0.3,4.7e-15,1.9e-12
CA5BP|340591,ENSG00000186312,CA5BP1,340591,X,-0.37,7e-14,2.7e-11
ODZ4|26011,ENSG00000149256,TENM4,26011,11,1.2,3.2e-13,1.2e-10
LOC399959|399959,NA,NA,NA,NA,0.87,4e-13,1.5e-10
UQCRH|7388,ENSG00000173660,UQCRH,7388,1,-0.61,2.5e-12,8.9e-10
UQCRHL|440567,ENSG00000233954,UQCRHL,440567,1,-0.6,4.7e-12,1.7e-09
SPESP1|246777,ENSG00000258484,SPESP1,246777,15,1.2,1.6e-11,5.5e-09
ZRSR2|8233,ENSG00000169249,ZRSR2,8233,X,-0.37,1.8e-11,6.1e-09
BTG3|10950,ENSG00000154640,BTG3,10950,21,0.59,1.8e-11,6.1e-09
FRG1B|284802,NA,NA,NA,NA,0.4,2.1e-11,7e-09
GPR143|4935,ENSG00000101850,GPR143,4935,X,1.6,2.4e-11,7.6e-09
C21orf7|56911,ENSG00000156265,MAP3K7CL,56911,21,0.76,4e-11,1.3e-08
KSR2|283455,ENSG00000171435,KSR2,283455,12,1.3,4.8e-11,1.5e-08
SLC13A2|9058,ENSG00000007216,SLC13A2,9058,17,-1.5,1.1e-10,3.3e-08
RPS4X|6191,ENSG00000198034,RPS4X,6191,X,-0.33,1.6e-10,4.8e-08
ANKRD43|134548,ENSG00000198944,SOWAHA,134548,5,1.5,1.8e-10,5.3e-08
CTHRC1|115908,ENSG00000164932,CTHRC1,115908,8,1.1,2.1e-10,5.9e-08
LOC153328|153328,ENSG00000145832,SLC25A48,153328,5,-1.3,3.1e-10,8.6e-08
JPH2|57158,ENSG00000149596,JPH2,57158,20,0.82,3.2e-10,8.8e-08
HRH1|3269,ENSG00000196639,HRH1,3269,3,0.59,3.8e-10,1e-07
FANCC|2176,ENSG00000158169,FANCC,2176,9,-0.47,3.8e-10,1e-07
CXCL5|6374,ENSG00000163735,CXCL5,6374,4,1.9,4.7e-10,1.2e-07
ZNF702P|79986,ENSG00000242779,ZNF702P,79986,19,0.68,4.8e-10,1.2e-07
PLEK2|26499,ENSG00000100558,PLEK2,26499,14,0.72,5.1e-10,1.3e-07
FRMPD1|22844,ENSG00000070601,FRMPD1,22844,9,-0.97,5.3e-10,1.3e-07
RPL39L|116832,ENSG00000163923,RPL39L,116832,3,0.63,6.1e-10,1.5e-07
PRIMA1|145270,ENSG00000175785,PRIMA1,145270,14,2,6.4e-10,1.6e-07
ZNF541|84215,ENSG00000118156,ZNF541,84215,19,0.95,6.6e-10,1.6e-07
PGBD5|79605,NA,NA,NA,NA,-0.88,7.9e-10,1.9e-07
EIF3D|8664,ENSG00000100353,EIF3D,8664,22,0.21,1.1e-09,2.6e-07
EFNA5|1946,ENSG00000184349,EFNA5,1946,5,1.3,1.3e-09,3e-07
NEGR1|257194,ENSG00000172260,NEGR1,257194,1,1.4,1.4e-09,3.3e-07
PLA2G5|5322,ENSG00000127472,PLA2G5,5322,1,1,1.5e-09,3.3e-07
CDCA7L|55536,ENSG00000164649,CDCA7L,55536,7,0.55,1.9e-09,4.2e-07
MATN3|4148,ENSG00000132031,MATN3,4148,2,0.87,2e-09,4.3e-07
LRRC41|10489,ENSG00000132128,LRRC41,10489,1,0.51,2.2e-09,4.7e-07
SYBU|55638,ENSG00000147642,SYBU,55638,8,1.1,3.6e-09,7.8e-07
NOL4|8715,ENSG00000101746,NOL4,8715,18,-1.4,3.7e-09,7.8e-07
AOX1|316,ENSG00000138356,AOX1,316,2,1.2,3.9e-09,8.1e-07
AQP7P1|375719,NA,NA,NA,NA,-0.89,4e-09,8.3e-07
ADH6|130,ENSG00000172955,ADH6,130,4,-1.2,4.2e-09,8.4e-07
FBP1|2203,ENSG00000165140,FBP1,2203,9,-0.8,4.6e-09,9.3e-07
AQP7|364,ENSG00000165269,AQP7,364,9,-1,4.9e-09,9.6e-07
SLC6A19|340024,ENSG00000174358,SLC6A19,340024,5,-2.2,5.2e-09,1e-06
LYPD1|116372,ENSG00000150551,LYPD1,116372,2,0.92,5.6e-09,1.1e-06
MUM1L1|139221,ENSG00000157502,MUM1L1,139221,X,1.4,5.9e-09,1.1e-06
DCLK1|9201,ENSG00000133083,DCLK1,9201,13,0.79,5.9e-09,1.1e-06
SFXN2|118980,ENSG00000156398,SFXN2,118980,10,-0.42,6.2e-09,1.2e-06
SLC22A14|9389,ENSG00000144671,SLC22A14,9389,3,-0.82,7.6e-09,1.4e-06
SLC22A12|116085,ENSG00000197891,SLC22A12,116085,11,-1.9,1.1e-08,2e-06
C6orf41|100133205,ENSG00000224843,LINC00240,100133205,6,0.71,1.1e-08,2e-06
C5orf46|389336,ENSG00000178776,C5orf46,389336,5,1.8,1.2e-08,2.2e-06
C1orf130|400746,ENSG00000184454,NCMAP,400746,1,1.1,1.3e-08,2.4e-06
ACAD10|80724,ENSG00000111271,ACAD10,80724,12,-0.35,1.4e-08,2.5e-06
CD99|4267,ENSG00000002586,CD99,4267,X,0.48,1.6e-08,2.7e-06
SLC17A2|10246,ENSG00000112337,SLC17A2,10246,6,-1.3,1.9e-08,3.3e-06
COL19A1|1310,ENSG00000082293,COL19A1,1310,6,-1.1,2e-08,3.4e-06
LOC254559|254559,ENSG00000255571,MIR9-3HG,254559,15,1.3,3.4e-08,5.7e-06
BACE2|25825,ENSG00000182240,BACE2,25825,21,0.7,3.9e-08,6.5e-06
SPON1|10418,ENSG00000262655,SPON1,10418,11,-1.5,4.2e-08,6.8e-06
C5orf27|202299,NA,NA,NA,NA,1.5,4.4e-08,7.1e-06
KIAA0664|23277,ENSG00000132361,CLUH,23277,17,-0.31,5.1e-08,8.2e-06
CBARA1|10367,ENSG00000107745,MICU1,10367,10,-0.25,5.2e-08,8.3e-06
HMGCS2|3158,ENSG00000134240,HMGCS2,3158,1,-1.8,5.3e-08,8.3e-06
PTGS1|5742,ENSG00000095303,PTGS1,5742,9,0.88,5.6e-08,8.8e-06
RPL15|6138,ENSG00000174748,RPL15,6138,3,0.28,6.1e-08,9.5e-06
KCNV1|27012,ENSG00000164794,KCNV1,27012,8,-1.3,6.9e-08,1.1e-05
EFCAB4B|84766,ENSG00000130038,CRACR2A,84766,12,0.61,7.2e-08,1.1e-05
PTH1R|5745,ENSG00000160801,PTH1R,5745,3,-0.92,7.4e-08,1.1e-05
SHROOM3|57619,ENSG00000138771,SHROOM3,57619,4,0.71,7.6e-08,1.1e-05
IQSEC3|440073,ENSG00000120645,IQSEC3,440073,12,-1.2,7.9e-08,1.2e-05
FUNDC1|139341,ENSG00000069509,FUNDC1,139341,X,-0.22,7.9e-08,1.2e-05
IL12RB2|3595,ENSG00000081985,IL12RB2,3595,1,1.2,8.1e-08,1.2e-05
SGK494|124923,ENSG00000167524,,124923,17,-0.73,8.9e-08,1.3e-05
ODZ3|55714,ENSG00000218336,TENM3,55714,4,1.2,9.1e-08,1.3e-05
TRIM54|57159,ENSG00000138100,TRIM54,57159,2,1.5,9.2e-08,1.3e-05
HIBCH|26275,ENSG00000198130,HIBCH,26275,2,-0.38,9.3e-08,1.3e-05
SLC35F3|148641,ENSG00000183780,SLC35F3,148641,1,1.1,9.3e-08,1.3e-05
C1orf95|375057,ENSG00000203685,C1orf95,375057,1,-1.1,9.6e-08,1.3e-05
EAF2|55840,ENSG00000145088,EAF2,55840,3,-0.49,9.6e-08,1.3e-05
ACAA2|10449,ENSG00000167315,ACAA2,10449,18,-0.46,9.9e-08,1.3e-05
MYOC|4653,ENSG00000034971,MYOC,4653,1,0.9,1.3e-07,1.7e-05
IRS2|8660,ENSG00000185950,IRS2,8660,13,0.66,1.3e-07,1.7e-05
ALMS1P|200420,ENSG00000163016,ALMS1P,200420,2,-0.66,1.3e-07,1.7e-05
CD300LG|146894,ENSG00000161649,CD300LG,146894,17,-1.1,1.4e-07,1.7e-05
NCRNA00235|64493,NA,NA,NA,NA,-0.5,1.4e-07,1.7e-05
RCC1|1104,ENSG00000180198,RCC1,1104,1,0.52,1.4e-07,1.7e-05
SLITRK5|26050,ENSG00000165300,SLITRK5,26050,13,-1.3,1.4e-07,1.7e-05
MAP7|9053,ENSG00000135525,MAP7,9053,6,-0.68,1.4e-07,1.7e-05
WFDC2|10406,ENSG00000101443,WFDC2,10406,20,1.1,1.4e-07,1.7e-05
PDZRN3|23024,ENSG00000121440,PDZRN3,23024,3,-0.79,1.4e-07,1.8e-05
SMAGP|57228,ENSG00000170545,SMAGP,57228,12,0.37,1.4e-07,1.8e-05
MYL3|4634,ENSG00000160808,MYL3,4634,3,-1.2,1.5e-07,1.9e-05
TRIM38|10475,ENSG00000112343,TRIM38,10475,6,-0.29,1.5e-07,1.9e-05
PAQR8|85315,ENSG00000170915,PAQR8,85315,6,0.36,1.6e-07,1.9e-05
ITPK1|3705,ENSG00000100605,ITPK1,3705,14,0.28,1.6e-07,1.9e-05
DNAJA4|55466,ENSG00000140403,DNAJA4,55466,15,0.51,1.6e-07,1.9e-05
RPL41|6171,ENSG00000229117,RPL41,6171,12,0.3,1.6e-07,1.9e-05
DNAJB6|10049,ENSG00000105993,DNAJB6,10049,7,0.18,1.7e-07,2e-05
FGF14|2259,ENSG00000102466,FGF14,2259,13,0.7,1.8e-07,2.1e-05
LEFTY1|10637,ENSG00000243709,LEFTY1,10637,1,1.1,1.8e-07,2.1e-05
CPT1A|1374,ENSG00000110090,CPT1A,1374,11,-0.33,2e-07,2.3e-05
PRPS2|5634,ENSG00000101911,PRPS2,5634,X,0.32,2.2e-07,2.5e-05
C1orf59|113802,ENSG00000162639,HENMT1,113802,1,0.46,2.3e-07,2.6e-05
CXADR|1525,ENSG00000154639,CXADR,1525,21,0.85,2.5e-07,2.9e-05
PRODH|5625,ENSG00000100033,PRODH,5625,22,-1.1,2.8e-07,3.1e-05
CUZD1|50624,ENSG00000138161,CUZD1,50624,10,0.58,2.8e-07,3.1e-05
SGK1|6446,ENSG00000118515,SGK1,6446,6,-0.42,2.8e-07,3.1e-05
NRXN3|9369,ENSG00000021645,NRXN3,9369,14,0.73,2.8e-07,3.1e-05
SPINK1|6690,ENSG00000164266,SPINK1,6690,5,1.5,3e-07,3.3e-05
CACNA2D4|93589,ENSG00000151062,CACNA2D4,93589,12,0.58,3.6e-07,4e-05
RPL6|6128,ENSG00000089009,RPL6,6128,12,0.25,3.9e-07,4.2e-05
PDLIM3|27295,ENSG00000154553,PDLIM3,27295,4,0.62,4e-07,4.3e-05
RBM3|5935,ENSG00000102317,RBM3,5935,X,0.24,4e-07,4.3e-05
DEPDC6|64798,ENSG00000155792,DEPTOR,64798,8,0.36,4.3e-07,4.5e-05
C20orf111|51526,ENSG00000132823,OSER1,51526,20,0.25,4.7e-07,4.9e-05
SPAG16|79582,ENSG00000144451,SPAG16,79582,2,-0.27,4.8e-07,5e-05
DDIT4L|115265,ENSG00000145358,DDIT4L,115265,4,-0.9,4.8e-07,5e-05
IHH|3549,ENSG00000163501,IHH,3549,2,-1,4.8e-07,5e-05
B3GALT2|8707,ENSG00000162630,B3GALT2,8707,1,0.58,4.9e-07,5.1e-05
SLC38A4|55089,ENSG00000139209,SLC38A4,55089,12,-1.3,5.1e-07,5.2e-05
ITPR3|3710,ENSG00000096433,ITPR3,3710,6,0.55,5.4e-07,5.5e-05
GGT3P|2679,NA,NA,NA,NA,-0.85,5.6e-07,5.6e-05
RANBP17|64901,ENSG00000204764,RANBP17,64901,5,0.81,5.6e-07,5.6e-05
RPL10|6134,ENSG00000147403,RPL10,6134,X,0.28,5.6e-07,5.6e-05
ZMYND8|23613,ENSG00000101040,ZMYND8,23613,20,0.3,6e-07,6e-05
PGA5|5222,ENSG00000256713,PGA5,5222,11,1.2,6.3e-07,6.2e-05
SERINC2|347735,ENSG00000168528,SERINC2,347735,1,0.53,6.3e-07,6.2e-05
SCNN1A|6337,ENSG00000111319,SCNN1A,6337,12,1,6.5e-07,6.3e-05
CTSE|1510,ENSG00000196188,CTSE,1510,1,1.2,6.5e-07,6.3e-05
DDX43|55510,ENSG00000080007,DDX43,55510,6,1.2,6.7e-07,6.5e-05
SLC25A34|284723,ENSG00000162461,SLC25A34,284723,1,-0.67,6.8e-07,6.5e-05
CCDC64|92558,ENSG00000135127,CCDC64,92558,12,-0.7,7e-07,6.6e-05
RPSA|3921,ENSG00000168028,RPSA,3921,3,0.35,7e-07,6.6e-05
CLCN5|1184,ENSG00000171365,CLCN5,1184,X,-0.53,7.5e-07,7e-05
AP2A2|161,ENSG00000280759,AP2A2,161,CHR_HSCHR11_2_CTG1,-0.16,7.6e-07,7.1e-05
ETFDH|2110,ENSG00000171503,ETFDH,2110,4,-0.3,7.6e-07,7.1e-05
PARVB|29780,ENSG00000188677,PARVB,29780,22,0.44,7.7e-07,7.1e-05
CAV1|857,ENSG00000105974,CAV1,857,7,0.46,7.8e-07,7.2e-05
C20orf196|149840,ENSG00000171984,C20orf196,149840,20,0.24,7.8e-07,7.2e-05
TXLNG|55787,ENSG00000086712,TXLNG,55787,X,-0.44,8e-07,7.3e-05
RPL32|6161,ENSG00000144713,RPL32,6161,3,0.32,8.2e-07,7.4e-05
CD55|1604,ENSG00000196352,CD55,1604,1,0.38,8.8e-07,7.9e-05
C8orf22|492307,ENSG00000168333,C8orf22,492307,8,1.8,9.4e-07,8.4e-05
CLGN|1047,ENSG00000153132,CLGN,1047,4,1.3,9.4e-07,8.4e-05
ZNF320|162967,ENSG00000182986,ZNF320,162967,19,0.4,9.6e-07,8.5e-05
C4orf49|84709,ENSG00000137463,MGARP,84709,4,-1.1,9.6e-07,8.5e-05
SLC25A44|9673,ENSG00000160785,SLC25A44,9673,1,-0.25,9.8e-07,8.6e-05
DOPEY2|9980,ENSG00000142197,DOPEY2,9980,21,0.36,1e-06,8.9e-05
ZNF711|7552,ENSG00000147180,ZNF711,7552,X,-0.8,1.1e-06,9.4e-05
RETSAT|54884,ENSG00000042445,RETSAT,54884,2,-0.25,1.1e-06,9.5e-05
ARSF|416,ENSG00000062096,ARSF,416,X,-1.2,1.2e-06,1e-04
ANKRD2|26287,ENSG00000165887,ANKRD2,26287,10,1.1,1.2e-06,1e-04
LPCAT2|54947,ENSG00000087253,LPCAT2,54947,16,0.42,1.2e-06,1e-04
RASSF2|9770,ENSG00000101265,RASSF2,9770,20,0.45,1.2e-06,1e-04
CMYA5|202333,ENSG00000164309,CMYA5,202333,5,-0.92,1.2e-06,1e-04
TRPC2|7221,ENSG00000182048,TRPC2,7221,11,1.1,1.3e-06,1e-04
NAP1L1|4673,ENSG00000187109,NAP1L1,4673,12,0.25,1.3e-06,0.00011
ADAMDEC1|27299,ENSG00000134028,ADAMDEC1,27299,8,1.1,1.3e-06,0.00011
CSNK1G3|1456,ENSG00000151292,CSNK1G3,1456,5,0.19,1.3e-06,0.00011
CPT2|1376,ENSG00000157184,CPT2,1376,1,-0.31,1.3e-06,0.00011
IL18|3606,ENSG00000150782,IL18,3606,11,0.47,1.4e-06,0.00011
DNM1|1759,ENSG00000106976,DNM1,1759,9,-0.66,1.4e-06,0.00011
SLC4A10|57282,ENSG00000144290,SLC4A10,57282,2,0.69,1.5e-06,0.00012
C6orf227|401253,ENSG00000197251,LINC00336,401253,6,0.61,1.5e-06,0.00012
HAO2|51179,ENSG00000116882,HAO2,51179,1,-1.3,1.5e-06,0.00012
ABHD12|26090,ENSG00000100997,ABHD12,26090,20,0.24,1.5e-06,0.00012
UNC5D|137970,ENSG00000156687,UNC5D,137970,8,-1.3,1.6e-06,0.00012
WISP2|8839,ENSG00000064205,WISP2,8839,20,1.2,1.6e-06,0.00013
D4S234E|27065,ENSG00000168824,,27065,4,0.77,1.6e-06,0.00013
KY|339855,ENSG00000174611,KY,339855,3,-1,1.6e-06,0.00013
C9orf91|203197,ENSG00000157693,C9orf91,203197,9,0.28,1.7e-06,0.00013
TRIB3|57761,ENSG00000101255,TRIB3,57761,20,0.66,1.8e-06,0.00014
IL3RA|3563,ENSG00000185291,IL3RA,3563,X,0.47,1.8e-06,0.00014
FAM124A|220108,ENSG00000150510,FAM124A,220108,13,-0.48,1.8e-06,0.00014
CTSZ|1522,ENSG00000101160,CTSZ,1522,20,0.34,1.9e-06,0.00014
CBR3|874,ENSG00000159231,CBR3,874,21,0.47,1.9e-06,0.00015
CCDC150|284992,ENSG00000144395,CCDC150,284992,2,-0.8,2.1e-06,0.00016
PDE10A|10846,ENSG00000112541,PDE10A,10846,6,0.85,2.1e-06,0.00016
ZNF581|51545,ENSG00000171425,ZNF581,51545,19,0.3,2.1e-06,0.00016
CSDA|8531,ENSG00000060138,YBX3,8531,12,0.31,2.1e-06,0.00016
CLDN7|1366,ENSG00000181885,CLDN7,1366,17,0.76,2.1e-06,0.00016
SLC5A8|160728,ENSG00000256870,SLC5A8,160728,12,-1.7,2.1e-06,0.00016
RPS2|6187,ENSG00000140988,RPS2,6187,16,0.33,2.2e-06,0.00016
ALDH8A1|64577,ENSG00000118514,ALDH8A1,64577,6,-1.1,2.2e-06,0.00016
AMBP|259,ENSG00000106927,AMBP,259,9,-0.92,2.2e-06,0.00016
SERPINE1|5054,ENSG00000106366,SERPINE1,5054,7,0.81,2.3e-06,0.00016
RAB3IP|117177,ENSG00000127328,RAB3IP,117177,12,-0.47,2.4e-06,0.00017
PLP2|5355,ENSG00000102007,PLP2,5355,X,0.49,2.4e-06,0.00017
RPS3A|6189,ENSG00000145425,RPS3A,6189,4,0.27,2.4e-06,0.00017
LOC100131193|100131193,ENSG00000228544,CCDC183-AS1,100131193,9,-0.44,2.5e-06,0.00018
GALNT11|63917,ENSG00000178234,GALNT11,63917,7,-0.37,2.5e-06,0.00018
FARP2|9855,ENSG00000006607,FARP2,9855,2,-0.26,2.5e-06,0.00018
SPAG5|10615,ENSG00000076382,SPAG5,10615,17,-0.58,2.7e-06,0.00019
FAM105A|54491,ENSG00000145569,FAM105A,54491,5,0.39,2.7e-06,0.00019
BCAS1|8537,ENSG00000064787,BCAS1,8537,20,1,2.7e-06,0.00019
ProSAPiP1|9762,ENSG00000088899,,9762,20,-0.48,2.8e-06,0.00019
SYT9|143425,ENSG00000170743,SYT9,143425,11,-1.2,2.9e-06,2e-04
MTL5|9633,ENSG00000132749,MTL5,9633,11,0.46,2.9e-06,2e-04
PANK1|53354,ENSG00000152782,PANK1,53354,10,-0.56,3e-06,0.00021
SHROOM2|357,ENSG00000146950,SHROOM2,357,X,0.38,3.1e-06,0.00021
LOC100009676|100009676,ENSG00000256628,ZBTB11-AS1,100009676,3,-0.24,3.1e-06,0.00021
MTHFD2|10797,ENSG00000065911,MTHFD2,10797,2,0.4,3.1e-06,0.00021
ZFAND3|60685,ENSG00000156639,ZFAND3,60685,6,-0.16,3.1e-06,0.00021
BCL2L11|10018,ENSG00000153094,BCL2L11,10018,2,0.25,3.1e-06,0.00021
TUBA3D|113457,ENSG00000075886,TUBA3D,113457,2,1.4,3.3e-06,0.00022
ADAM12|8038,ENSG00000148848,ADAM12,8038,10,0.91,3.3e-06,0.00022
UXT|8409,ENSG00000126756,UXT,8409,X,0.26,3.3e-06,0.00022
SLC2A9|56606,ENSG00000109667,SLC2A9,56606,4,0.54,3.4e-06,0.00022
C13orf37|440145,ENSG00000204899,MZT1,440145,13,0.24,3.4e-06,0.00022
PLCE1|51196,ENSG00000138193,PLCE1,51196,10,0.56,3.5e-06,0.00023
LHFPL2|10184,ENSG00000145685,LHFPL2,10184,5,0.43,3.5e-06,0.00023
TBC1D22B|55633,ENSG00000065491,TBC1D22B,55633,6,-0.17,3.5e-06,0.00023
RPS8|6202,ENSG00000142937,RPS8,6202,1,0.3,3.5e-06,0.00023
MSRA|4482,ENSG00000175806,MSRA,4482,8,-0.43,3.7e-06,0.00024
MRPS6|64968,ENSG00000243927,MRPS6,64968,21,0.39,3.7e-06,0.00024
RPS14|6208,ENSG00000164587,RPS14,6208,5,0.31,3.7e-06,0.00024
HCG11|493812,NA,NA,NA,NA,0.42,3.9e-06,0.00025
C9orf110|100128385,ENSG00000225684,FAM225B,100128385,9,0.54,4e-06,0.00025
C5orf34|375444,ENSG00000172244,C5orf34,375444,5,0.33,4.2e-06,0.00026
SPRYD4|283377,ENSG00000176422,SPRYD4,283377,12,-0.22,4.2e-06,0.00027
RPSAP58|388524,NA,NA,NA,NA,0.3,4.2e-06,0.00027
AXL|558,ENSG00000167601,AXL,558,19,0.42,4.2e-06,0.00027
LOC554202|554202,NA,NA,NA,NA,1,4.3e-06,0.00027
C7orf13|129790,ENSG00000182648,LINC01006,129790,7,0.37,4.4e-06,0.00027
EEF1G|1937,ENSG00000254772,EEF1G,1937,11,0.23,4.4e-06,0.00027
INADL|10207,ENSG00000132849,INADL,10207,1,-0.39,4.4e-06,0.00027
TRPM3|80036,ENSG00000083067,TRPM3,80036,9,-1,4.5e-06,0.00028
ARRB2|409,ENSG00000141480,ARRB2,409,17,0.25,4.5e-06,0.00028
MEX3A|92312,ENSG00000254726,MEX3A,92312,1,0.44,4.6e-06,0.00028
AP3S1|1176,ENSG00000177879,AP3S1,1176,5,0.24,4.6e-06,0.00028
BMF|90427,ENSG00000104081,BMF,90427,15,0.34,4.7e-06,0.00029
RPL18A|6142,ENSG00000105640,RPL18A,6142,19,0.3,4.8e-06,0.00029
C21orf130|284835,ENSG00000226496,LINC00323,284835,21,0.84,4.8e-06,0.00029
KCNE2|9992,ENSG00000159197,KCNE2,9992,21,0.45,4.9e-06,0.00029
MED12L|116931,ENSG00000144893,MED12L,116931,3,-0.62,4.9e-06,3e-04
UNC13B|10497,ENSG00000198722,UNC13B,10497,9,-0.29,5e-06,3e-04
OTUD3|23252,ENSG00000169914,OTUD3,23252,1,-0.38,5.1e-06,3e-04
SLC2A2|6514,ENSG00000163581,SLC2A2,6514,3,-1.2,5.2e-06,0.00031
TWSG1|57045,ENSG00000128791,TWSG1,57045,18,0.3,5.2e-06,0.00031
TC2N|123036,ENSG00000276776,TC2N,123036,CHR_HSCHR14_1_CTG1,0.47,5.8e-06,0.00034
C14orf72|145200,ENSG00000258512,LINC00239,145200,14,0.63,6.1e-06,0.00036
TGFBI|7045,ENSG00000120708,TGFBI,7045,5,0.99,6.1e-06,0.00036
SHC4|399694,ENSG00000185634,SHC4,399694,15,0.49,6.1e-06,0.00036
SHB|6461,ENSG00000107338,SHB,6461,9,-0.29,6.2e-06,0.00036
SNX29|92017,ENSG00000048471,SNX29,92017,16,-0.31,6.3e-06,0.00037
ATG7|10533,ENSG00000197548,ATG7,10533,3,0.17,6.4e-06,0.00037
COL27A1|85301,ENSG00000196739,COL27A1,85301,9,-0.67,6.4e-06,0.00037
ANKIB1|54467,ENSG00000001629,ANKIB1,54467,7,-0.28,6.5e-06,0.00037
KIAA1958|158405,ENSG00000165185,KIAA1958,158405,9,-0.43,6.5e-06,0.00037
PVRL3|25945,ENSG00000177707,PVRL3,25945,3,-0.53,6.7e-06,0.00038
E2F8|79733,ENSG00000129173,E2F8,79733,11,0.61,6.9e-06,0.00039
RCAN3|11123,ENSG00000117602,RCAN3,11123,1,0.44,6.9e-06,0.00039
POMT1|10585,ENSG00000130714,POMT1,10585,9,-0.21,7e-06,4e-04
SLC13A1|6561,ENSG00000081800,SLC13A1,6561,7,-1.5,7.1e-06,4e-04
NEU4|129807,ENSG00000204099,NEU4,129807,2,-0.72,7.2e-06,4e-04
PGA3|643834,ENSG00000229859,PGA3,643834,11,1.1,7.3e-06,4e-04
SLC17A1|6568,ENSG00000124568,SLC17A1,6568,6,-1.2,7.3e-06,4e-04
RPS13|6207,ENSG00000110700,RPS13,6207,11,0.22,7.4e-06,0.00041
C1orf21|81563,ENSG00000116667,C1orf21,81563,1,0.45,7.5e-06,0.00041
ISPD|729920,ENSG00000214960,ISPD,729920,7,0.33,7.5e-06,0.00041
MED10|84246,ENSG00000133398,MED10,84246,5,0.21,7.6e-06,0.00042
