ensembl_gene_id,hgnc_symbol,entrezgene,chromosome_name,logFC,p.val,q.value
IKZF1|10320,ENSG00000185811,IKZF1,10320,7,-0.46,0.0017,0.046
CMKLR1|1240,ENSG00000174600,CMKLR1,1240,12,-0.48,0.0017,0.046
ARHGAP21|57584,ENSG00000107863,ARHGAP21,57584,10,0.22,0.0017,0.046
SLC34A3|142680,ENSG00000198569,SLC34A3,142680,9,-0.5,0.0017,0.046
PALB2|79728,ENSG00000083093,PALB2,79728,16,0.17,0.0017,0.046
MTPAP|55149,ENSG00000107951,MTPAP,55149,10,0.16,0.0017,0.046
LPIN2|9663,ENSG00000101577,LPIN2,9663,18,-0.33,0.0017,0.046
POC1A|25886,ENSG00000164087,POC1A,25886,3,0.21,0.0018,0.046
BNIP2|663,ENSG00000140299,BNIP2,663,15,0.14,0.0018,0.047
GIMAP6|474344,ENSG00000133561,GIMAP6,474344,7,-0.42,0.0018,0.047
MUC1|4582,ENSG00000185499,MUC1,4582,1,-0.56,0.0018,0.047
STK32A|202374,ENSG00000169302,STK32A,202374,5,-0.73,0.0018,0.047
ANLN|54443,ENSG00000011426,ANLN,54443,7,0.27,0.0018,0.047
PAICS|10606,ENSG00000128050,PAICS,10606,4,0.24,0.0018,0.047
STX11|8676,ENSG00000135604,STX11,8676,6,-0.39,0.0018,0.047
CCNA2|890,ENSG00000145386,CCNA2,890,4,0.26,0.0018,0.047
LAIR2|3904,ENSG00000167618,LAIR2,3904,19,-0.52,0.0018,0.047
NUF2|83540,ENSG00000143228,NUF2,83540,1,0.3,0.0018,0.047
ZNF831|128611,ENSG00000124203,ZNF831,128611,20,-0.56,0.0018,0.047
DNM1L|10059,ENSG00000087470,DNM1L,10059,12,0.17,0.0018,0.047
ZNF518A|9849,ENSG00000177853,ZNF518A,9849,10,0.2,0.0019,0.048
SAMD9L|219285,ENSG00000177409,SAMD9L,219285,7,-0.42,0.0019,0.048
FPR1|2357,ENSG00000171051,FPR1,2357,19,-0.53,0.0019,0.048
KLHL14|57565,ENSG00000197705,KLHL14,57565,18,-0.69,0.0019,0.048
CWC22|57703,ENSG00000163510,CWC22,57703,2,0.13,0.0019,0.049
C17orf53|78995,ENSG00000125319,C17orf53,78995,17,0.3,0.0019,0.049
PRG4|10216,ENSG00000116690,PRG4,10216,1,-0.63,0.0019,0.049
KBTBD10|10324,ENSG00000239474,KLHL41,10324,2,-0.4,0.0019,0.049
TPK1|27010,ENSG00000196511,TPK1,27010,7,-0.31,0.0019,0.049
C8orf80|389643,ENSG00000189233,NUGGC,389643,8,-0.62,0.0019,0.049
TMEM125|128218,ENSG00000179178,TMEM125,128218,1,-0.58,0.0019,0.049
PIK3CG|5294,ENSG00000105851,PIK3CG,5294,7,-0.55,0.0019,0.049
CD48|962,ENSG00000117091,CD48,962,1,-0.51,0.0019,0.049
IL10|3586,ENSG00000136634,IL10,3586,1,-0.46,0.0019,0.049
KIF16B|55614,ENSG00000089177,KIF16B,55614,20,0.25,0.0019,0.049
SLC8A3|6547,ENSG00000100678,SLC8A3,6547,14,-0.5,0.0019,0.049
APBB1IP|54518,ENSG00000077420,APBB1IP,54518,10,-0.45,0.0019,0.049
CSF2RB|1439,ENSG00000100368,CSF2RB,1439,22,-0.49,0.0019,0.049
NCL|4691,ENSG00000115053,NCL,4691,2,0.17,0.0019,0.049
LMO2|4005,ENSG00000135363,LMO2,4005,11,-0.37,0.0019,0.049
FAM78A|286336,ENSG00000126882,FAM78A,286336,9,-0.35,0.002,0.049
MAL|4118,ENSG00000172005,MAL,4118,2,-0.63,0.002,0.049
SNAI3|333929,ENSG00000185669,SNAI3,333929,16,-0.35,0.002,0.049
CD27|939,ENSG00000139193,CD27,939,12,-0.53,0.002,0.049
LSP1|4046,ENSG00000130592,LSP1,4046,11,-0.41,0.002,0.049
GNG7|2788,ENSG00000176533,GNG7,2788,19,-0.41,0.002,0.049
GAPT|202309,ENSG00000175857,GAPT,202309,5,-0.51,0.002,0.049
RFTN1|23180,ENSG00000131378,RFTN1,23180,3,-0.37,0.002,0.049
MLF2|8079,ENSG00000089693,MLF2,8079,12,0.18,0.002,0.049
APOL3|80833,ENSG00000128284,APOL3,80833,22,-0.42,0.002,0.049
C7orf58|79974,ENSG00000106034,CPED1,79974,7,-0.51,0.002,0.049
PRR11|55771,ENSG00000068489,PRR11,55771,17,0.32,0.002,0.05
EXO1|9156,ENSG00000174371,EXO1,9156,1,0.28,0.002,0.05
ICAM3|3385,ENSG00000076662,ICAM3,3385,19,-0.35,0.002,0.05
FCGR1C|100132417,NA,NA,NA,NA,-0.46,0.002,0.05
TMEM149|79713,ENSG00000126246,IGFLR1,79713,19,-0.29,0.002,0.05
SLC39A8|64116,ENSG00000138821,SLC39A8,64116,4,-0.4,0.002,0.05
GZMB|3002,ENSG00000100453,GZMB,3002,14,-0.53,0.002,0.05
CD14|929,ENSG00000170458,CD14,929,5,-0.38,0.002,0.05
SKA3|221150,ENSG00000165480,SKA3,221150,13,0.26,0.002,0.05
ABI1|10006,ENSG00000136754,ABI1,10006,10,0.17,0.002,0.05
FICD|11153,ENSG00000198855,FICD,11153,12,-0.23,0.002,0.05
SIGLEC7|27036,ENSG00000168995,SIGLEC7,27036,19,-0.46,0.0021,0.05
SERPIND1|3053,ENSG00000099937,SERPIND1,3053,22,-0.9,0.0021,0.05
PCDHGC4|56098,ENSG00000242419,PCDHGC4,56098,5,-0.49,0.0021,0.05
CD80|941,ENSG00000121594,CD80,941,3,-0.46,0.0021,0.05
SRCRB4D|136853,ENSG00000146700,SSC4D,136853,7,0.34,0.0021,0.05
PNPLA3|80339,ENSG00000100344,PNPLA3,80339,22,0.59,0.0021,0.05
LILRB3|11025,ENSG00000274148,LILRA6,11025,CHR_HSCHR19_4_CTG3_1,-0.42,0.0021,0.05
STAR|6770,ENSG00000147465,STAR,6770,8,0.7,0.0021,0.05
CYFIP2|26999,ENSG00000055163,CYFIP2,26999,5,-0.43,0.0021,0.05
CHD9|80205,ENSG00000177200,CHD9,80205,16,0.19,0.0021,0.05
